0,obs_id,Introduction,Campus Afflication,Gender,Gender (Other),Race/Ethnicity,Race/Ethnicity (Other),Employment,Zipcode,Modes,BayPass Access,choice,tt_walk,wt_walk,cost_walk,tt_bike,wt_bike,cost_bike,tt_bus,wt_bus,cost_bus,tt_rail,wt_rail,cost_rail,tt_drive,wt_drive,cost_drive,tt_rideshare,wt_rideshare,cost_rideshare,BayPass,Unnamed: 0_x,Percent_Developed_x,Percent_TOD_x,student_dummy,employed_dummy,Unnamed: 0_y,Percent_Developed_y,Percent_TOD_y
83,16,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"AC Transit,BART,Personal bike",No,2,15,0,0,15,0,0,20,0,0,25,5,0,30,5,9,30,15,9,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
84,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,5,0,0,5,0,0,35,10,5,10,0,7,20,0,6,35,15,5,0,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
85,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,10,0,0,20,0,0,30,5,8,45,5,6,35,5,5,25,20,8,0,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
86,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,35,0,0,15,0,0,35,0,0,15,0,0,10,5,10,15,15,3,1,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
87,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,40,0,0,35,0,0,10,20,0,20,20,0,25,20,6,30,20,7,1,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
88,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,10,0,0,15,10,8,45,0,8,45,0,3,20,15,1,0,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
89,17,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,25,0,0,15,0,0,40,5,0,35,10,0,45,10,8,30,15,1,1,32,98.78738389,100.0000002,0,1,32,98.78738389,100.0000002
90,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,1,25,0,0,40,0,0,10,5,7,20,15,3,15,10,4,15,5,9,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
91,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,1,15,0,0,20,0,0,30,0,0,5,5,0,15,10,7,30,5,7,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
92,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,1,10,0,0,30,0,0,45,0,3,35,0,10,25,10,6,20,20,5,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
93,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,1,10,0,0,35,0,0,20,5,0,35,10,0,30,0,8,25,0,8,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
94,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,1,15,0,0,10,0,0,10,20,0,45,0,0,20,5,1,35,5,8,1,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
95,18,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,94704,"Walk,Personal bike",No,2,10,0,0,10,0,0,20,15,4,30,5,7,45,0,2,20,15,1,0,168,93.18486751,98.48687783,1,0,168,93.18486751,98.48687783
96,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,3,25,0,0,15,0,0,10,15,0,35,10,0,15,0,5,25,0,5,1,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
97,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,1,10,0,0,20,0,0,10,0,0,5,10,0,20,0,5,20,5,9,1,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
98,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,3,35,0,0,25,0,0,10,5,0,35,5,0,35,10,8,20,15,7,1,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
99,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,1,20,0,0,30,0,0,15,15,3,35,15,8,40,0,2,25,5,2,0,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
100,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,1,10,0,0,15,0,0,25,5,10,10,15,9,40,0,2,5,5,2,0,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
101,19,"Yes, I consent",Graduate student,Female,Did Not Response,"Asian,Middle Eastern or North African",Did Not Response,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",Yes,3,30,0,0,35,0,0,5,5,6,5,15,7,10,10,3,15,15,3,0,42,80.86598143,99.84363557,1,"Yes, employed off campus,Yes, employed on campus as a student",42,80.86598143,99.84363557
102,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,1,10,0,0,25,0,0,40,5,7,10,0,5,20,20,2,30,20,8,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
103,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,3,35,0,0,30,0,0,15,0,0,25,0,0,25,15,2,25,0,3,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
104,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,2,20,0,0,10,0,0,45,10,0,25,0,0,20,0,4,15,10,9,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
105,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,2,45,0,0,20,0,0,35,5,0,20,5,0,15,0,3,25,0,3,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
106,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,2,30,0,0,15,0,0,25,10,5,5,5,5,25,0,6,15,10,5,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
107,20,"Yes, I consent",Graduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",No,1,10,0,0,10,0,0,5,10,8,35,15,2,35,15,1,10,5,6,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
108,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,1,10,0,0,35,0,0,35,5,0,35,15,0,20,15,6,15,0,10,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
109,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,1,10,0,0,20,0,0,45,5,0,35,0,0,10,10,1,25,20,6,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
110,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,4,20,0,0,30,0,0,25,20,3,5,10,8,20,10,1,25,0,9,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
111,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,5,35,0,0,15,0,0,20,10,0,20,5,0,15,10,10,15,5,3,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
112,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,1,5,0,0,45,0,0,25,10,3,25,20,8,25,5,6,25,0,4,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
113,21,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,No,0,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",No,6,45,0,0,20,0,0,5,20,2,30,15,4,10,15,6,10,0,8,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
114,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,3,30,0,0,20,0,0,10,15,0,40,0,0,40,5,6,20,20,8,1,29,100,99.99999836,0,1,29,100,99.99999836
115,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,5,30,0,0,30,0,0,35,0,0,30,10,0,15,5,2,15,20,3,1,29,100,99.99999836,0,1,29,100,99.99999836
116,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,1,20,0,0,20,0,0,20,10,7,5,20,8,10,10,3,10,20,1,0,29,100,99.99999836,0,1,29,100,99.99999836
117,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,3,25,0,0,15,0,0,10,15,2,30,0,2,20,10,8,5,20,2,0,29,100,99.99999836,0,1,29,100,99.99999836
118,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,6,25,0,0,35,0,0,30,5,0,15,20,0,30,15,8,10,0,8,1,29,100,99.99999836,0,1,29,100,99.99999836
119,22,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",No,5,30,0,0,45,0,0,15,20,3,35,5,8,15,10,5,20,5,9,0,29,100,99.99999836,0,1,29,100,99.99999836
120,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,4,15,0,0,45,0,0,5,15,0,15,5,0,5,5,8,10,0,2,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
121,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,1,30,0,0,30,0,0,20,20,3,30,10,5,40,5,3,45,0,3,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
122,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,2,25,0,0,20,0,0,30,0,0,20,20,0,10,10,3,25,20,2,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
123,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,1,5,0,0,10,0,0,35,0,9,10,10,5,10,5,7,45,0,5,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
124,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,1,25,0,0,30,0,0,35,15,0,40,10,0,25,20,8,20,15,3,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
125,23,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",Yes,1,20,0,0,20,0,0,10,10,6,15,0,7,25,20,2,10,10,7,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
126,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,1,10,0,0,45,0,0,20,0,5,20,5,7,30,0,8,45,10,8,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
127,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,3,30,0,0,15,0,0,10,0,6,25,20,1,20,15,6,25,5,3,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
128,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,2,30,0,0,5,0,0,25,0,9,30,0,7,25,0,10,20,5,10,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
129,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,4,45,0,0,40,0,0,35,5,0,15,20,0,10,5,1,30,20,7,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
130,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,1,10,0,0,20,0,0,20,10,0,35,15,0,25,10,3,15,0,9,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
131,24,"Yes, I consent",Graduate student,Male,Did Not Response,White,Did Not Response,No,0,"AC Transit,BART,Walk,Carpool",No,4,15,0,0,40,0,0,25,10,0,20,5,0,35,10,5,30,10,5,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
132,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,2,25,0,0,5,0,0,5,10,4,5,10,4,15,0,3,45,5,3,0,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
133,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,1,20,0,0,25,0,0,30,5,0,20,10,0,30,0,7,15,5,9,1,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
134,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,1,5,0,0,20,0,0,35,10,0,20,0,0,35,5,3,35,10,1,1,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
135,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,2,40,0,0,30,0,0,5,15,9,45,5,8,30,5,9,10,5,8,0,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
136,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,2,20,0,0,15,0,0,40,5,9,10,10,4,15,0,3,10,15,1,0,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
137,25,"Yes, I consent",I am not affiliated with UC Berkeley,Male,Did Not Response,Black or African American,Did Not Response,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",No,4,35,0,0,25,0,0,20,0,0,10,0,0,45,5,3,45,10,7,1,37,98.43417291,100.0000006,0,1,37,98.43417291,100.0000006
138,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,35,0,0,25,0,0,20,10,0,20,15,0,40,10,9,30,5,4,1,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
139,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,30,0,0,35,0,0,10,10,9,30,10,5,40,0,2,35,10,1,0,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
140,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,10,0,0,35,0,0,10,0,2,20,20,7,30,5,4,20,5,8,0,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
141,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,35,0,0,40,0,0,25,15,1,45,0,6,25,10,4,20,20,7,0,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
142,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,45,0,0,35,0,0,5,15,0,35,10,0,15,5,5,20,20,3,1,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
143,26,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,No,94702,"AC Transit,Drive alone,Carpool",No,3,10,0,0,30,0,0,35,0,0,35,0,0,25,5,3,35,10,1,1,166,98.99301077,100.0000005,1,0,166,98.99301077,100.0000005
144,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,2,30,0,0,10,0,0,15,5,6,30,20,2,30,10,5,30,10,3,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
145,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,4,35,0,0,15,0,0,35,10,0,15,15,0,30,10,8,25,15,5,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
146,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,30,0,0,20,0,0,30,15,8,30,5,4,15,15,4,20,15,8,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
147,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,2,45,0,0,30,0,0,45,10,7,30,0,8,15,10,6,25,20,2,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
148,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,10,0,0,25,0,0,5,15,0,25,15,0,5,10,7,5,15,3,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
149,27,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,5,0,0,35,0,0,10,10,0,25,20,0,25,10,7,10,0,10,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
150,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,25,0,0,35,5,0,25,15,0,15,15,2,20,0,7,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
151,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,30,0,0,45,10,4,30,10,10,35,5,10,35,0,8,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
152,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,25,0,0,45,0,0,5,20,8,45,0,8,10,0,9,30,20,2,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
153,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,4,45,0,0,20,0,0,35,5,0,25,15,0,30,0,7,45,10,2,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
154,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,25,0,0,35,0,0,35,15,0,40,10,0,15,0,3,15,10,9,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
155,28,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,15,0,0,20,0,0,25,5,9,5,20,4,35,0,5,35,15,9,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
